Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1640,60,RL,,12388,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,7,1980,1991,Gable,CompShg,Plywood,Plywood,BrkFace,229.0,TA,TA,CBlock,Gd,TA,No,ALQ,602.0,Unf,0.0,441.0,1043.0,GasA,TA,Y,SBrkr,1539,1134,0,2673,0.0,0.0,2,1,4,1,Gd,9,Typ,1,TA,BuiltIn,1980.0,RFn,2.0,441.0,TA,TA,Y,178,84,0,0,0,0,,,,0,8,2009,WD,Normal,238434.00583101224
1641,20,RL,80.0,11088,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1978,1998,Gable,CompShg,HdBoard,HdBoard,BrkFace,144.0,TA,TA,PConc,TA,TA,No,ALQ,832.0,Unf,0.0,308.0,1140.0,GasA,Gd,Y,SBrkr,1707,0,0,1707,0.0,0.0,2,0,3,1,TA,7,Typ,1,TA,Attchd,1978.0,Fin,2.0,479.0,TA,TA,Y,0,0,0,0,0,0,,,,0,5,2009,WD,Normal,180753.52744245788
1642,60,FV,70.0,7000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,622.0,Unf,0.0,304.0,926.0,GasA,Ex,Y,SBrkr,1016,868,0,1884,1.0,0.0,2,1,3,1,Ex,7,Typ,1,Ex,Attchd,2003.0,RFn,2.0,581.0,TA,TA,Y,0,35,0,0,0,0,,,,0,6,2009,WD,Normal,253582.44823876582
1643,60,FV,,7500,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,RRNn,Norm,1Fam,2Story,8,5,2000,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1058.0,1058.0,GasA,Ex,Y,SBrkr,1058,816,0,1874,0.0,0.0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,2000.0,Fin,2.0,588.0,TA,TA,Y,0,134,0,0,0,0,,,,0,3,2009,WD,Normal,231418.73297651278
1644,60,FV,,8470,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,225.0,ALQ,276.0,471.0,972.0,GasA,Ex,Y,SBrkr,972,839,0,1811,0.0,0.0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2002.0,RFn,2.0,565.0,TA,TA,Y,225,48,0,0,0,0,,,,0,10,2009,WD,Normal,239434.29615290766
1645,20,RL,,9373,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,PosN,Norm,1Fam,1Story,5,7,1975,1975,Gable,CompShg,HdBoard,HdBoard,BrkFace,161.0,TA,TA,CBlock,Gd,TA,Av,ALQ,1333.0,LwQ,168.0,120.0,1621.0,GasA,TA,Y,SBrkr,1621,0,0,1621,1.0,0.0,2,0,3,1,TA,7,Typ,2,Fa,Attchd,1975.0,RFn,2.0,478.0,TA,TA,Y,0,0,0,0,490,0,,,,0,6,2009,WD,Normal,194994.6687296811
1646,20,RL,78.0,10140,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,1974,1974,Hip,CompShg,Plywood,Plywood,BrkFace,196.0,TA,TA,CBlock,TA,TA,No,ALQ,888.0,Unf,0.0,228.0,1116.0,GasA,Ex,Y,SBrkr,1116,0,0,1116,1.0,0.0,2,0,3,1,TA,6,Typ,1,TA,Attchd,1974.0,RFn,2.0,528.0,TA,TA,Y,0,0,0,0,0,0,,GdWo,,0,4,2009,WD,Normal,162689.8678360772
1647,20,RL,85.0,11050,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,5,1975,1975,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,636.0,Unf,0.0,540.0,1176.0,GasA,Fa,Y,SBrkr,1193,0,0,1193,0.0,0.0,2,0,3,1,TA,5,Typ,1,TA,Attchd,1975.0,Unf,2.0,506.0,TA,TA,Y,40,0,0,0,0,0,,,,0,8,2009,WD,Normal,163728.1793079758
1648,20,RL,,7830,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1970,1970,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1180.0,1180.0,GasA,TA,Y,SBrkr,1180,0,0,1180,0.0,0.0,1,1,2,1,TA,6,Typ,0,,Attchd,1970.0,RFn,2.0,477.0,TA,TA,Y,0,45,0,0,0,0,,,,0,3,2009,COD,Normal,131236.70139748324
1649,20,RL,,8510,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1971,1971,Gable,CompShg,Plywood,Plywood,BrkFace,178.0,TA,TA,CBlock,Gd,TA,No,ALQ,500.0,Unf,0.0,543.0,1043.0,GasA,Ex,Y,SBrkr,1050,0,0,1050,1.0,0.0,1,1,3,1,TA,6,Typ,0,,Attchd,1971.0,Unf,1.0,336.0,TA,TA,Y,0,0,0,0,0,0,,,,0,7,2009,WD,Normal,142936.90471616705
1650,20,RL,60.0,7038,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,1970,1970,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,726.0,Unf,0.0,138.0,864.0,GasA,TA,Y,SBrkr,864,0,0,864,1.0,0.0,1,0,3,1,TA,5,Typ,0,,Detchd,2001.0,Unf,2.0,576.0,TA,TA,Y,210,0,0,0,0,0,,GdPrv,,0,9,2009,WD,Abnorml,112681.59931709373
1651,20,RL,60.0,9000,Pave,,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7,1971,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,240.0,Unf,0.0,624.0,864.0,GasA,Gd,Y,SBrkr,864,0,0,864,0.0,0.0,1,0,3,1,TA,5,Typ,0,,Detchd,1986.0,Unf,2.0,576.0,TA,TA,Y,200,0,0,0,0,0,,GdWo,,0,7,2009,WD,Normal,120362.15698150327
1652,160,RM,21.0,1680,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1973,1973,Gable,CompShg,HdBoard,HdBoard,BrkFace,504.0,TA,TA,CBlock,TA,TA,No,BLQ,254.0,Unf,0.0,229.0,483.0,GasA,TA,Y,SBrkr,483,504,0,987,1.0,0.0,1,1,2,1,TA,5,Typ,0,,Detchd,1973.0,Unf,1.0,264.0,TA,TA,Y,0,0,0,0,0,0,,,,0,7,2009,WD,Normal,97786.21792858678
1653,160,RM,21.0,1680,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,6,1972,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,425.0,TA,TA,CBlock,TA,TA,No,Rec,110.0,LwQ,294.0,79.0,483.0,GasA,TA,Y,SBrkr,483,504,0,987,1.0,0.0,1,1,2,1,TA,5,Typ,0,,Detchd,1972.0,Unf,1.0,288.0,TA,TA,Y,0,0,0,0,0,0,,,,0,7,2009,WD,Normal,100045.9420006978
1654,160,RL,24.0,2308,Pave,,Reg,Lvl,AllPub,FR2,Gtl,NPkVill,Norm,Norm,TwnhsE,2Story,6,5,1976,1976,Gable,CompShg,Plywood,Brk Cmn,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,306.0,Unf,0.0,498.0,804.0,GasA,TA,Y,SBrkr,804,744,0,1548,0.0,0.0,2,1,3,1,TA,7,Typ,1,TA,Detchd,1976.0,RFn,2.0,440.0,TA,TA,Y,108,0,0,0,0,0,,,,0,9,2009,WD,Normal,146051.8600528248
1655,120,RL,24.0,2280,Pave,,Reg,Lvl,AllPub,FR2,Gtl,NPkVill,Norm,Norm,Twnhs,1Story,7,5,1975,1975,Gable,CompShg,Plywood,Brk Cmn,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,435.0,LwQ,622.0,0.0,1057.0,GasA,TA,Y,SBrkr,1055,0,0,1055,0.0,1.0,2,0,2,1,TA,4,Typ,1,Fa,Attchd,1975.0,RFn,2.0,440.0,TA,TA,Y,0,27,0,0,0,0,,,,0,8,2009,WD,Normal,128550.63663997028
1656,160,RL,24.0,2349,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,6,5,1977,1977,Gable,CompShg,Plywood,Brk Cmn,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,389.0,Unf,0.0,466.0,855.0,GasA,TA,Y,SBrkr,855,601,0,1456,0.0,0.0,2,1,3,1,TA,6,Typ,1,TA,Attchd,1977.0,Unf,2.0,440.0,TA,TA,Y,0,28,0,0,0,0,,,,0,5,2009,WD,Normal,145935.39912382874
1657,160,RL,24.0,2364,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,2Story,6,5,1978,1978,Gable,CompShg,Plywood,Brk Cmn,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,320.0,Unf,0.0,484.0,804.0,GasA,TA,Y,SBrkr,804,744,0,1548,0.0,1.0,2,1,3,1,TA,7,Typ,1,TA,Detchd,1978.0,Unf,2.0,440.0,TA,TA,Y,108,0,0,0,0,0,,,,0,7,2009,WD,Normal,152477.81220463983
1658,160,RL,24.0,2364,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,2Story,6,5,1978,1978,Gable,CompShg,Plywood,Brk Cmn,None,0.0,Gd,TA,CBlock,Gd,TA,No,ALQ,279.0,Unf,0.0,576.0,855.0,GasA,TA,Y,SBrkr,855,601,0,1456,0.0,0.0,2,1,3,1,TA,6,Typ,1,TA,Attchd,1978.0,Fin,2.0,440.0,TA,TA,Y,147,0,0,0,0,0,,,,0,4,2009,WD,Normal,147918.5189944624
1659,120,RL,24.0,2104,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,1Story,7,6,1976,1976,Gable,CompShg,Plywood,Brk Cmn,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,536.0,Unf,0.0,300.0,836.0,GasA,TA,Y,SBrkr,836,0,0,836,0.0,1.0,1,0,2,1,TA,5,Typ,0,,Attchd,1976.0,Unf,1.0,345.0,TA,TA,Y,150,20,0,0,0,0,,,,0,10,2009,WD,Normal,118177.11368435457
1660,20,RL,,10710,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1966,2004,Hip,CompShg,HdBoard,HdBoard,BrkFace,165.0,Gd,TA,PConc,TA,TA,No,BLQ,644.0,Unf,0.0,220.0,864.0,GasA,Ex,Y,SBrkr,1120,0,0,1120,0.0,1.0,1,0,3,1,TA,5,Typ,1,TA,Attchd,1966.0,RFn,2.0,656.0,TA,TA,Y,0,162,0,0,0,0,,,Shed,1200,7,2009,WD,Normal,157275.14219847514
1661,60,RL,110.0,14257,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,PosN,Norm,1Fam,2Story,9,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,Stone,726.0,Ex,TA,PConc,Ex,TA,No,GLQ,1360.0,Unf,0.0,416.0,1776.0,GasA,Ex,Y,SBrkr,1794,978,0,2772,1.0,0.0,3,1,4,1,Ex,10,Typ,3,Gd,BuiltIn,2007.0,Fin,3.0,754.0,TA,TA,Y,135,64,0,0,0,0,,,,0,6,2009,WD,Normal,411878.36664721975
1662,60,RL,95.0,12350,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,TA,No,GLQ,986.0,Unf,0.0,379.0,1365.0,GasA,Ex,Y,SBrkr,1365,1325,0,2690,1.0,0.0,2,1,3,1,Ex,8,Typ,1,Gd,Attchd,2009.0,RFn,3.0,864.0,TA,TA,Y,0,197,0,0,0,0,,,,0,7,2009,New,Partial,396865.10492256423
1663,20,RL,95.0,12350,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,450.0,Ex,TA,PConc,Ex,TA,Av,GLQ,1232.0,Unf,0.0,788.0,2020.0,GasA,Ex,Y,SBrkr,2020,0,0,2020,1.0,0.0,2,0,3,1,Ex,7,Typ,1,Gd,Attchd,2008.0,RFn,3.0,896.0,TA,TA,Y,192,98,0,0,0,0,,,,0,5,2009,WD,Normal,373294.6278697955
1664,20,RL,105.0,13693,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,PosA,PosA,1Fam,1Story,10,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,Stone,472.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,2288.0,Unf,0.0,342.0,2630.0,GasA,Ex,Y,SBrkr,2674,0,0,2674,2.0,0.0,2,1,2,1,Ex,8,Typ,2,Gd,Attchd,2007.0,Fin,3.0,762.0,TA,TA,Y,360,50,0,0,0,0,,,,0,3,2009,WD,Normal,479264.32920269493
1665,20,RL,95.0,11578,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,302.0,Ex,TA,PConc,Ex,TA,No,Unf,0.0,Unf,0.0,1736.0,1736.0,GasA,Ex,Y,SBrkr,1736,0,0,1736,0.0,0.0,2,0,3,1,Ex,7,Typ,1,Gd,Attchd,2008.0,RFn,3.0,834.0,TA,TA,Y,319,90,0,0,0,0,,,,0,7,2009,WD,Normal,309201.18507924286
1666,20,RL,129.0,16870,Pave,,IR1,Lvl,AllPub,FR3,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,238.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1531.0,Unf,0.0,251.0,1782.0,GasA,Ex,Y,SBrkr,1782,0,0,1782,1.0,0.0,2,0,3,1,Gd,7,Typ,2,Gd,Attchd,2004.0,Fin,3.0,932.0,TA,TA,Y,99,82,0,0,0,0,,,,0,4,2009,WD,Normal,300124.58321783587
1667,60,RL,59.0,23303,Pave,,IR3,Lvl,AllPub,CulDSac,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,20.0,Gd,TA,PConc,Ex,TA,Av,GLQ,1230.0,Unf,0.0,278.0,1508.0,GasA,Ex,Y,SBrkr,1508,1012,0,2520,1.0,0.0,2,1,5,1,Ex,10,Typ,1,Gd,BuiltIn,2007.0,Fin,3.0,640.0,TA,TA,Y,192,273,0,0,0,0,,,,0,6,2009,WD,Family,404303.2845939344
1668,20,RL,87.0,10367,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,284.0,Ex,TA,PConc,Ex,TA,Mn,GLQ,1015.0,Unf,0.0,724.0,1739.0,GasA,Ex,Y,SBrkr,1743,0,0,1743,1.0,0.0,2,0,3,1,Ex,8,Typ,1,Gd,Attchd,2008.0,RFn,3.0,927.0,TA,TA,Y,168,45,0,0,0,0,,,,0,6,2009,ConLI,Normal,345158.10293952917
1669,20,RL,77.0,10872,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,122.0,Gd,TA,PConc,Ex,Gd,Av,GLQ,1037.0,Unf,0.0,467.0,1504.0,GasA,Ex,Y,SBrkr,1531,0,0,1531,1.0,0.0,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,2006.0,Fin,3.0,700.0,TA,TA,Y,184,52,0,0,0,0,,,,0,2,2009,WD,Normal,308571.4521866626
1670,20,RL,102.0,13514,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,None,285.0,Ex,TA,PConc,Ex,TA,No,GLQ,1142.0,Unf,0.0,632.0,1774.0,GasA,Ex,Y,SBrkr,1808,0,0,1808,1.0,0.0,2,0,3,1,Ex,7,Typ,1,Gd,Attchd,2008.0,Fin,3.0,850.0,TA,TA,Y,200,26,0,0,0,0,,,,0,3,2009,WD,Normal,335842.86647964764
1671,20,RL,90.0,12878,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,7,5,2003,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,418.0,Gd,TA,PConc,Gd,TA,No,ALQ,1262.0,Unf,0.0,498.0,1760.0,GasA,Ex,Y,SBrkr,1760,0,0,1760,1.0,0.0,2,0,3,1,Gd,8,Typ,1,Gd,Attchd,2003.0,Fin,2.0,583.0,TA,TA,Y,165,190,0,0,0,0,,,,0,6,2009,WD,Normal,258896.0880081591
1672,20,RL,110.0,15274,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2003,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,724.0,Gd,TA,PConc,Ex,TA,No,GLQ,1972.0,Unf,0.0,480.0,2452.0,GasA,Ex,Y,SBrkr,2452,0,0,2452,2.0,0.0,2,0,3,1,Ex,10,Typ,1,Gd,Attchd,2003.0,Fin,3.0,886.0,TA,TA,Y,0,116,0,0,0,0,,MnPrv,,0,7,2009,WD,Normal,410827.5213584151
1673,60,RL,96.0,13262,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,Stone,186.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1082.0,1082.0,GasA,Ex,Y,SBrkr,1105,1295,0,2400,0.0,0.0,3,1,4,1,Gd,10,Typ,1,Gd,BuiltIn,2003.0,Fin,3.0,730.0,TA,TA,Y,114,40,0,0,0,0,,,,0,6,2009,WD,Normal,285116.7233742109
1674,20,RL,70.0,9658,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,383.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1598.0,1598.0,GasA,Gd,Y,SBrkr,1606,0,0,1606,0.0,0.0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2006.0,RFn,3.0,871.0,TA,TA,Y,230,60,0,0,0,0,,,,0,7,2009,WD,Normal,236074.7376069679
1675,120,RL,47.0,6904,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Stone,240.0,Gd,TA,PConc,Gd,TA,Av,ALQ,836.0,Unf,0.0,522.0,1358.0,GasA,Ex,Y,SBrkr,1358,0,0,1358,0.0,0.0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2005.0,RFn,2.0,484.0,TA,TA,Y,192,36,0,0,0,0,,,,0,8,2009,WD,Normal,199444.10975466834
1676,120,RL,34.0,5122,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Stone,135.0,Gd,TA,PConc,Gd,TA,Av,GLQ,881.0,Unf,0.0,425.0,1306.0,GasA,Ex,Y,SBrkr,1306,0,0,1306,1.0,0.0,2,0,1,1,Gd,5,Typ,1,Gd,Attchd,2005.0,RFn,2.0,624.0,TA,TA,Y,170,63,0,0,0,0,,,,0,3,2009,WD,Normal,200736.39254433103
1677,120,RL,80.0,10307,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,176.0,Gd,TA,PConc,Gd,TA,No,GLQ,876.0,Unf,0.0,474.0,1350.0,GasA,Ex,Y,SBrkr,1358,0,0,1358,1.0,0.0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2008.0,RFn,2.0,484.0,TA,TA,Y,192,26,0,0,0,0,,,,0,5,2009,WD,Normal,220665.7016012295
1678,20,RL,100.0,14836,Pave,,IR1,HLS,AllPub,Inside,Mod,NridgHt,Norm,Norm,1Fam,1Story,10,5,2004,2005,Hip,CompShg,CemntBd,CmentBd,Stone,730.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,2146.0,Unf,0.0,346.0,2492.0,GasA,Ex,Y,SBrkr,2492,0,0,2492,1.0,0.0,2,1,2,1,Ex,8,Typ,1,Ex,Attchd,2004.0,Fin,3.0,949.0,TA,TA,Y,226,235,0,0,0,0,,,,0,2,2009,WD,Abnorml,451371.4314509443
1679,20,RL,117.0,15262,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2003,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,470.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1557.0,Unf,0.0,643.0,2200.0,GasA,Ex,Y,SBrkr,2200,0,0,2200,1.0,0.0,2,1,3,1,Ex,8,Typ,1,Gd,Attchd,2003.0,Fin,3.0,685.0,TA,TA,Y,208,55,0,0,0,0,,,,0,7,2009,WD,Normal,391607.24409048056
1680,120,RL,44.0,7390,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2008,2009,Hip,CompShg,MetalSd,MetalSd,BrkFace,308.0,Ex,TA,PConc,Ex,TA,No,GLQ,800.0,Unf,0.0,1084.0,1884.0,GasA,Ex,Y,SBrkr,1884,0,0,1884,1.0,0.0,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,2008.0,Fin,2.0,649.0,TA,TA,Y,231,90,0,0,0,0,,,,0,5,2009,New,Partial,316281.71210925735
1681,120,RL,48.0,6472,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,BrkFace,500.0,Ex,TA,PConc,Ex,TA,No,Unf,0.0,Unf,0.0,1451.0,1451.0,GasA,Ex,Y,SBrkr,1456,0,0,1456,0.0,0.0,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,2008.0,RFn,2.0,539.0,TA,TA,Y,192,42,0,0,0,0,,,,0,4,2009,WD,Normal,244781.8986817353
1682,20,RL,129.0,16770,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2002,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,270.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1196.0,Unf,0.0,516.0,1712.0,GasA,Ex,Y,SBrkr,1712,0,0,1712,1.0,0.0,2,0,3,1,Gd,8,Typ,1,Gd,Attchd,2002.0,RFn,3.0,701.0,TA,TA,Y,218,183,0,0,0,0,,,,0,9,2009,WD,Normal,321273.9092826404
1683,120,RL,48.0,3480,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,Stone,163.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1405.0,1405.0,GasA,Ex,Y,SBrkr,1405,0,0,1405,0.0,0.0,2,0,2,1,Gd,6,Typ,1,TA,Attchd,2003.0,RFn,2.0,478.0,TA,TA,Y,148,36,0,0,0,0,,,,0,11,2009,WD,Normal,188383.70636339753
1684,60,RL,63.0,10928,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,Gd,No,Unf,0.0,Unf,0.0,728.0,728.0,GasA,Ex,Y,SBrkr,728,728,0,1456,0.0,0.0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,2005.0,Fin,2.0,390.0,TA,TA,Y,100,0,0,0,0,0,,,,0,6,2009,WD,Normal,174251.07295725076
1685,60,RL,57.0,8918,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,745.0,745.0,GasA,Ex,Y,SBrkr,745,745,0,1490,0.0,0.0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2005.0,Fin,2.0,392.0,TA,TA,Y,36,20,0,0,0,0,,,,0,7,2009,WD,Normal,172754.604207177
1686,120,RL,43.0,3182,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,Gd,TA,PConc,Gd,TA,Av,GLQ,16.0,Unf,0.0,1204.0,1220.0,GasA,Ex,Y,SBrkr,1220,0,0,1220,0.0,0.0,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,2005.0,Fin,2.0,397.0,TA,TA,Y,100,16,0,0,0,0,,,,0,8,2009,WD,Normal,169111.02112184375
1687,80,RL,59.0,9434,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2004,2005,Gable,CompShg,WdShing,Wd Shng,None,0.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0.0,Unf,0.0,384.0,384.0,GasA,Ex,Y,SBrkr,744,630,0,1374,0.0,0.0,2,1,3,1,Gd,6,Typ,1,Gd,BuiltIn,2004.0,Fin,2.0,400.0,TA,TA,Y,100,0,0,0,0,0,,,,0,8,2009,WD,Normal,161411.4728300338
